1, 62, 18.0, 0.0
1, 31, 28.0, -1.0
1, 100, 23.0, 23.0
1, 26, 18.0, 0.0
1, 100, 19.0, 9.0
1, 100, 16.0, 11.0
1, 28, 16.0, -1.0
0, 100, 2.0, 16.0
1, 27, 23.0, 0.0
0, 100, 11.0, 15.0
0, 100, 7.0, 7.0
1, 100, 22.0, 8.0
1, 20, 19.0, 0.0
1, 100, 20.0, 17.0
0, 100, 12.0, 12.0
0, 100, 1.0, 4.0
1, 100, 27.0, 9.0
1, 100, 8.0, 8.0
1, 100, 25.0, 2.0
1, 100, 18.0, 1.0
1, 100, 21.0, 11.0
0, 100, 13.0, 15.0
0, 100, 14.0, 28.0
1, 100, 21.0, 5.0
1, 100, 21.0, 1.0
1, 100, 22.0, 11.0
1, 100, 29.0, 14.0
0, 100, 12.0, 15.0
0, 100, 15.0, 25.0
1, 100, 21.0, 21.0
1, 100, 23.0, 20.0
1, 100, 27.0, 18.0
0, 100, 20.0, 24.0
0, 100, 19.0, 26.0
1, 100, 25.0, 16.0
1, 100, 22.0, 19.0
1, 22, 29.0, -2.0
1, 100, 28.0, 15.0
0, 24, -1.0, 22.0
1, 100, 30.0, 9.0
0, 100, 25.0, 26.0
0, 100, 22.0, 25.0
0, 100, 12.0, 13.0
1, 100, 28.0, 16.0
1, 100, 15.0, 3.0
0, 100, 10.0, 13.0
1, 12, 19.0, -2.0
0, 100, 10.0, 19.0
0, 22, 0.0, 11.0
0, 76, 0.0, 5.0
1, 22, 20.0, -1.0
0, 29, 0.0, 19.0
0, 10, 0.0, 19.0
0, 41, 0.0, 3.0
0, 12, 0.0, 25.0
0, 44, 0.0, 19.0
0, 25, -3.0, 19.0
1, 13, 25.0, -1.0
1, 59, 17.0, -5.0
1, 32, 17.0, -1.0
1, 45, 18.0, -7.0
1, 16, 25.0, 0.0
1, 45, 16.0, -8.0
1, 27, 23.0, -1.0
1, 41, 7.0, -2.0
0, 31, -1.0, 26.0
1, 62, 8.0, 0.0
0, 38, -3.0, 22.0
0, 13, 0.0, 24.0
0, 21, -2.0, 26.0
0, 15, 0.0, 20.0
1, 35, 9.0, -1.0
0, 30, 0.0, 23.0
0, 57, -5.0, 22.0
1, 28, 19.0, 0.0
0, 28, -1.0, 13.0
1, 22, 22.0, -2.0
1, 29, 22.0, -1.0
1, 78, 25.0, -1.0
0, 24, 0.0, 12.0
0, 28, -1.0, 21.0
0, 20, -2.0, 20.0
1, 100, 11.0, 7.0
0, 63, 0.0, 17.0
1, 41, 14.0, 0.0
1, 46, 21.0, 0.0
1, 90, 11.0, -1.0
0, 28, -1.0, 9.0
0, 46, 0.0, 8.0
1, 65, 17.0, -3.0
0, 41, 0.0, 10.0
1, 22, 27.0, 0.0
1, 28, 24.0, -3.0
1, 19, 25.0, 0.0
0, 58, 0.0, 1.0
1, 12, 30.0, -3.0
0, 47, 0.0, 4.0
1, 12, 28.0, 0.0
1, 12, 27.0, 0.0
